GeneID	Chr	Length	Symbol	type_of_gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
26168	17	2485	SENP3	protein-coding	-0.335405931531397	6.10068930567865	-3.54224921946212	0.00209016278608492	0.0175724935811705	-2.20821775249568
64770	3	4187	CCDC14	protein-coding	0.317730146789079	6.65661346878864	3.54027972486858	0.00209966091815833	0.0176407408764926	-2.25706333819826
9665	16	7763	MARF1	protein-coding	0.37383934726229	5.5926945488596	3.53977766171188	0.00210208898344325	0.0176495368721559	-2.16097248410661
84281	2	4272	C2orf88	protein-coding	1.50430008358488	-0.199651787560099	3.53940247183923	0.00210390527567855	0.017653188127312	-1.28032864449728
64794	9	3786	DDX31	protein-coding	-0.432544033185634	4.59020065828216	-3.53885872135294	0.00210654031717701	0.0176636999430479	-2.02468662314183
339929	3	2883	LPP-AS2	ncRNA	1.23644966815838	0.522602367744979	3.5381364044009	0.00211004573635017	0.0176814914523402	-1.30115816832901
9648	2	6977	GCC2	protein-coding	0.443609852666308	4.33941988605903	3.5361269672999	0.0021198278768602	0.0177518220435101	-1.98173843500428
83475	19	2060	DOHH	protein-coding	-0.408090503416807	4.81479422767818	-3.53546742567295	0.00212304833241506	0.0177671477668187	-2.06949152729452
56623	9	3376	INPP5E	protein-coding	0.598371163045272	3.66356446535745	3.567071157285	0.00212699752761584	0.0177885480401851	-1.82099526213732
11123	1	1700	RCAN3	protein-coding	0.473885473137617	4.06572232367591	3.53382497679603	0.00213108918456924	0.0178111109807785	-1.932213579538
57697	14	7128	FANCM	protein-coding	0.449002658735332	4.15313610805575	3.53222001785144	0.00213897551571401	0.0178599538522932	-1.9541703407943
100505758	14	2260	PRMT5-AS1	ncRNA	-0.366003106080144	5.65700428860499	-3.53206710060155	0.00213972840972383	0.0178599538522932	-2.18665830499422
57062	14	2948	DDX24	protein-coding	-0.31329208592403	7.31818877043193	-3.53141743906145	0.00214292995875123	0.0178750012681997	-2.31535474054635
81929	18	3505	SEH1L	protein-coding	-0.328585368196552	6.62464908104731	-3.53103308565665	0.002144826286371	0.017879148802045	-2.27671943533276
11344	3	1625	TWF2	protein-coding	-0.327236832808332	6.79168854315831	-3.525324196775	0.0021731885030991	0.0181037652419188	-2.30109878194958
100129940	12	4675	LOC100129940	protein-coding	1.66653290793937	-0.500837926439355	3.52473621719977	0.00217613055716806	0.0181164640977528	-1.31617597219872
26119	1	2935	LDLRAP1	protein-coding	0.459961449933082	4.05790727272438	3.5239079463654	0.00218028161299155	0.0181392049039186	-1.95328389783836
116541	19	623	MRPL54	protein-coding	-0.387421863669206	5.14877024134866	-3.52325141618772	0.00218357750049224	0.0181548060369488	-2.14635133178864
55573	3	4333	CDV3	protein-coding	-0.321176609428384	8.19434433795724	-3.52239584817934	0.00218787996371767	0.0181787503617348	-2.35631401185116
57577	3	3976	CCDC191	protein-coding	0.807221725056108	2.24837356121343	3.52166808527373	0.00219154630169473	0.0181973815395431	-1.56458820812143
55083	1	7287	KIF26B	protein-coding	0.358722220249041	5.41390834518899	3.52053333511464	0.00219727505803526	0.0182331025757355	-2.1837072195376
100049076	5	610	GUSBP9	pseudo	0.466452513054311	4.81509885650555	3.55988943890738	0.00219891977561092	0.0182349096771784	-2.07275589693854
23258	11	4965	DENND5A	protein-coding	0.345007532096948	5.79373207541963	3.51886578865941	0.00220572042343311	0.0182689682264483	-2.22960249595193
1106	15	9522	CHD2	protein-coding	0.358189796786595	6.84790096470964	3.53583413088037	0.00220588606099145	0.0182689682264483	-2.30637832815247
3964	1	3286	LGALS8	protein-coding	0.334330473631189	6.37898992898022	3.51852997449779	0.00220742503702198	0.0182698734119844	-2.28471442087664
100507649	18	1013	NA	NA	0.729186956057325	3.27397764489767	3.63198368802981	0.00221067326579808	0.0182732361573256	-1.7206795157643
387521	20	2399	TMEM189	protein-coding	-0.396002290341185	4.7448001646947	-3.5178872400018	0.00221069121990965	0.0182732361573256	-2.09784120434804
58155	1	3486	PTBP2	protein-coding	0.5379375907201	4.11307310623165	3.55658034390147	0.00221524920559755	0.0182990753706083	-1.95159542463059
64928	6	775	MRPL14	protein-coding	-0.419930965387814	4.90011427438549	-3.51555489456876	0.00222258355979913	0.0183478005882901	-2.12740085261327
123016	14	2203	TTC8	protein-coding	0.832427539693803	1.95165208110197	3.5152696041683	0.00222404254225556	0.0183479920254899	-1.52414025712014
602	19	1864	BCL3	protein-coding	-1.4990571975118	-0.36310642660576	-3.51491057874338	0.00222587994927949	0.0183513031431242	-1.3300769579983
654	6	3105	BMP6	protein-coding	-0.624314763085827	3.0267070243928	-3.51218802885844	0.00223986209757039	0.0184546729496145	-1.75816528896025
1718	1	4286	DHCR24	protein-coding	-0.307566296278382	7.51901635726996	-3.51164496074897	0.00224266146172005	0.0184658317134797	-2.36663125728356
29933	14	3636	GPR132	protein-coding	-1.3534746935381	0.486914834812226	-3.51026751894856	0.00224977726439579	0.0185124943088949	-1.35786526249689
196441	12	7158	ZFC3H1	protein-coding	0.316499949018844	6.87497140024158	3.50819801711648	0.00226051007155233	0.0185792868621046	-2.34387064641676
4616	19	1375	GADD45B	protein-coding	-0.508075978650053	3.67912303341745	-3.50792166841725	0.00226194707934449	0.0185792868621046	-1.91326583565746
2859	2	1875	GPR35	protein-coding	-1.23199451224409	0.503167035297137	-3.50786226893035	0.00226225607304443	0.0185792868621046	-1.36441344470179
8821	4	4124	INPP4B	protein-coding	0.425045065099246	4.99608333955229	3.50962548259768	0.00226734071547661	0.0186090860649169	-2.15582172721863
55972	7	3142	SLC25A40	protein-coding	0.347340096636085	5.78078349762045	3.50559460548865	0.00227408352558069	0.0186524476080845	-2.25813537301025
912	1	3784	CD1D	protein-coding	-1.56483879063676	-0.260757957350289	-3.50517155900403	0.0022762967442824	0.0186586248205163	-1.3481561287343
27085	8	3059	MTBP	protein-coding	0.393635048278644	4.77398914110285	3.50387991389712	0.00228306728417096	0.0187021261695005	-2.13053884656716
5442	19	3800	POLRMT	protein-coding	-0.327022320584592	6.34371982774999	-3.50330100590495	0.00228610823840462	0.0187143803395879	-2.3173658651466
26091	10	4517	HERC4	protein-coding	0.388731939835183	5.0536034767404	3.50290042796552	0.00228821477622759	0.0187143803395879	-2.17540418665694
55521	5	4892	TRIM36	protein-coding	0.704061121186171	2.56258994380071	3.50275944854492	0.00228895660621143	0.0187143803395879	-1.67290025414026
1522	20	1500	CTSZ	protein-coding	-0.329134933371879	6.36666258130061	-3.50153265354012	0.00229542198100448	0.0187552413652533	-2.32324067399511
23533	17	4545	PIK3R5	protein-coding	-0.438875250439344	4.89205051159595	-3.51568448470881	0.00229946729813085	0.0187726863299535	-2.14917659990525
5965	12	3779	RECQL	protein-coding	0.347051121767628	6.0574208797607	3.50057241995862	0.00230049509294211	0.0187726863299535	-2.29647693268261
57589	9	6764	RIC1	protein-coding	0.364807519805706	5.22716771467172	3.50014827576213	0.00230273945034043	0.0187790092124444	-2.20578490064016
100505612	6	3334	NA	NA	-0.665992314510074	2.6299942205498	-3.49846567310887	0.00231166421106439	0.0188397684650459	-1.70362898637022
100271927	7	3717	RASA4B	protein-coding	0.711214959508386	4.1855470613327	3.83605187430416	0.00231454504710096	0.0188512244467197	-1.82168573587722
51204	17	1469	TACO1	protein-coding	-0.390826150528166	4.79743055231356	-3.49701545343012	0.0023193837188071	0.0188786016195133	-2.15317416061794
53840	11	2478	TRIM34	protein-coding	0.691180262706742	2.71656815870502	3.49673137424934	0.00232089884210818	0.0188789091682371	-1.71902216206708
5921	5	4360	RASA1	protein-coding	0.351956056090353	6.3627218974491	3.49531250445431	0.00232848092907507	0.0189285354915078	-2.33547490472864
10181	3	3100	RBM5	protein-coding	0.334532892232041	6.83712110437289	3.49443983192548	0.0023331563882174	0.0189544853687414	-2.37231219734924
6526	21	11576	SLC5A3	protein-coding	0.372080802063144	6.24911857327323	3.51044284258825	0.00233510572864007	0.0189561607950981	-2.31713733265478
57531	6	4576	HACE1	protein-coding	0.425980740014434	4.62725400257813	3.49377368355972	0.00233673159001222	0.0189561607950981	-2.12836800999456
80351	10	6274	TNKS2	protein-coding	0.331182323451477	6.08150879602935	3.49357243038554	0.00233781277197547	0.0189561607950981	-2.31456313621381
3397	20	1222	ID1	protein-coding	-1.90899295711402	-0.863065672048013	-3.50394275140693	0.0023432257885369	0.0189762795020252	-1.39129237037459
84154	6	949	RPF2	protein-coding	-0.412457826550526	6.5547065716699	-3.60910465745992	0.0023432638746534	0.0189762795020252	-2.28013717090752
11270	6	1419	NRM	protein-coding	-0.341846370019068	5.9870569130184	-3.49156766240941	0.00234860982316894	0.0190075268716123	-2.31138120864549
146712	17	1383	B3GNTL1	protein-coding	-0.345115753451854	5.9385746892186	-3.49067544792856	0.0023534307912647	0.0190344886592226	-2.30868625146715
100506168	1	4675	NA	NA	0.406931755203138	6.69570242631252	3.60309300462569	0.00235668022430485	0.0190472598891527	-2.29660812854404
10105	10	2201	PPIF	protein-coding	-0.313620335180084	7.15563418389131	-3.48983317403626	0.00235799085567255	0.0190472598891527	-2.40193607830409
9131	X	3254	AIFM1	protein-coding	-0.312593155630224	7.03504225146548	-3.48886610090543	0.00236323731580937	0.0190657880189132	-2.39792676791151
22924	2	1870	MAPRE3	protein-coding	1.45553427379741	-0.247021237276028	3.4886066294506	0.00236464692738849	0.0190657880189132	-1.38083077777864
51126	20	1222	NAA20	protein-coding	-0.375856386516929	5.10369526985626	-3.48858573647069	0.00236476046717094	0.0190657880189132	-2.21812893588457
100093631	7	3454	GTF2IP4	pseudo	-0.30572676413047	6.9396158484917	-3.48759683948518	0.00237014062648077	0.019097116687136	-2.39533704724868
4258	4	801	MGST2	protein-coding	-0.369555827548669	5.44282688409821	-3.48652320989082	0.00237599542933629	0.0191322278459285	-2.26560242904338
81627	1	4408	TRMT1L	protein-coding	0.400234429638222	4.70402322631038	3.48592255127506	0.00237927720038385	0.0191420529381928	-2.15944181220448
54815	19	5672	GATAD2A	protein-coding	-0.331824087339527	7.27225914146582	-3.48575170590345	0.0023802114499404	0.0191420529381928	-2.41628509608278
57493	3	9156	HEG1	protein-coding	0.378259381726841	5.08107608105683	3.48535252707923	0.00238239572492688	0.0191475691627928	-2.21877335343098
139716	X	4741	GAB3	protein-coding	-0.378919306270702	5.01552973483427	-3.48301662465398	0.00239521722976622	0.0192385172716421	-2.21790740411152
54842	2	4797	MFSD6	protein-coding	0.332658390268189	5.91320035505658	3.48225618140174	0.00239940586033602	0.019260054955549	-2.32384043763446
201895	4	1654	SMIM14	protein-coding	0.694396364498359	2.79382265144104	3.47972947133489	0.00241337520846592	0.0193600262328851	-1.77265605616592
9643	X	2204	MORF4L2	protein-coding	0.298688839988006	8.3296165151255	3.47931639661995	0.00241566656637496	0.0193662503461139	-2.45545473985619
8061	11	1668	FOSL1	protein-coding	-0.593195772213365	3.33749156977859	-3.47469100658397	0.0024414707044332	0.0195530285068978	-1.91020129287606
257068	3	2148	PLCXD2	protein-coding	1.47941833298639	-0.211287434044357	3.47459223355908	0.00244202468870873	0.0195530285068978	-1.4083165990655
26517	19	1956	TIMM13	protein-coding	-0.321365508877934	6.69507650562443	-3.47356531871831	0.00244779164115745	0.0195869313602699	-2.4110417510301
9093	16	2711	DNAJA3	protein-coding	-0.315793950718131	6.58878541694045	-3.47229256654923	0.00245495777654836	0.0196310330470804	-2.40629802395347
10989	2	3001	IMMT	protein-coding	-0.296032268841356	7.94152074653714	-3.47186559128653	0.00245736645198586	0.0196310330470804	-2.46556346894165
1844	2	1685	DUSP2	protein-coding	-0.773384157651404	2.10088766545265	-3.47172613151724	0.00245815368372563	0.0196310330470804	-1.65279229622347
23041	12	10379	MON2	protein-coding	0.338790443089874	5.91893988999672	3.4714969650534	0.00245944783694935	0.0196310330470804	-2.34849402971463
51266	12	972	CLEC1B	protein-coding	0.731609614113428	2.38256522565706	3.46955520646952	0.00247044032447284	0.0197049642861615	-1.70702292000041
221	11	2930	ALDH3B1	protein-coding	-0.466675868614697	4.22513836731356	-3.46931664532958	0.00247179417409163	0.0197049642861615	-2.11371724371682
445372	11	3462	TRIM6-TRIM34	protein-coding	0.684681876505249	2.70647770642904	3.46893258160462	0.00247397529455813	0.019710056289999	-1.77809938241013
2193	19	1853	FARSA	protein-coding	-0.306027157458336	7.38130610910333	-3.46822520738594	0.00247799747327047	0.0197298004429429	-2.45995398702347
58190	2	2638	CTDSP1	protein-coding	-0.360954348124726	5.37368229988189	-3.46709122203491	0.00248445882600933	0.0197689286037193	-2.30112818973901
9275	7	1667	BCL7B	protein-coding	-0.334586384859827	6.23070272761696	-3.4642341117344	0.00250081201262802	0.0198866687675006	-2.3954564705524
340152	6	4907	ZC3H12D	protein-coding	-0.507306892950523	4.08819836175855	-3.47523777892519	0.0025043031040784	0.0199020456262549	-2.09130249494492
1298	1	2831	COL9A2	protein-coding	0.472780701449374	4.0887125696751	3.46287693595313	0.00250861712081624	0.0199239392087699	-2.0954220072858
51322	10	3929	WAC	protein-coding	0.31644816156074	7.25739154968604	3.46241640494851	0.00251127107507424	0.0199326292350147	-2.4668009383532
85457	14	4348	CIPC	protein-coding	-0.441459734303336	4.22837875034454	-3.46092225818459	0.00251990060266178	0.0199809666582958	-2.13349216914973
55667	9	7023	DENND4C	protein-coding	0.386276011159499	4.78508426581504	3.4608207088426	0.00252048816442389	0.0199809666582958	-2.22881861800782
79228	16	1420	THOC6	protein-coding	-0.392537606061956	4.79687343749398	-3.46018925547269	0.00252414476334517	0.0199975486241711	-2.23551393494771
25946	12	2469	ZNF385A	protein-coding	-0.833989588418294	1.89409237615043	-3.45846467350062	0.00253415803210137	0.0200644395862599	-1.64260772301229
219833	11	3624	C11orf45	protein-coding	-0.449908824746884	4.13182072533469	-3.45794711557174	0.00253717069510069	0.0200758540635862	-2.12122358324194
6916	7	2695	TBXAS1	protein-coding	0.338702683168097	5.92207401991189	3.45596579270383	0.00254873641839417	0.0201548902788732	-2.38362653406316
79701	17	4513	OGFOD3	protein-coding	-0.356332004308337	5.44588745144951	-3.45494759358145	0.00255470019057652	0.0201895570410497	-2.3367996975295
328	14	1548	APEX1	protein-coding	-0.3034802000122	7.79204442286159	-3.45400466484044	0.00256023533412065	0.0202207956333299	-2.5027791194602
7702	11	2947	ZNF143	protein-coding	-0.456478859747093	4.00041334634105	-3.45015618404477	0.00258294914059493	0.0203875892944179	-2.1116961164063
6098	6	7368	ROS1	protein-coding	0.557327583704351	3.66396621403642	3.45430028564762	0.00258551136304701	0.020395215869369	-2.02955009564841
90673	14	4513	PPP1R3E	protein-coding	0.531637170939579	3.96813809038634	3.46810179883986	0.00260239332103639	0.0205157213137101	-2.09010149456873
56204	15	4217	FAM214A	protein-coding	0.460382136669581	3.96606016713159	3.44575120601922	0.00260919076278603	0.0205566268542803	-2.10837947544677
57507	5	5645	ZNF608	protein-coding	1.5016532254265	-0.473338668307327	3.4413772352935	0.00263550707305478	0.0207433936584414	-1.47604947320323
51278	1	2342	IER5	protein-coding	-0.505860911351912	3.67175388522295	-3.44127207297164	0.00263614299251184	0.0207433936584414	-2.05988350263406
60314	12	1215	C12orf10	protein-coding	-0.368972668126174	5.45064607953848	-3.44080770167877	0.00263895286326423	0.0207447324722262	-2.36890693421764
5253	9	5349	PHF2	protein-coding	0.377421484636472	5.0033725474021	3.44070745649025	0.00263955982469988	0.0207447324722262	-2.30749146371073
60528	17	3804	ELAC2	protein-coding	-0.301447886729148	7.03756250325407	-3.43911863754297	0.00264919810645698	0.0208076844513914	-2.50975656641479
3308	5	3385	HSPA4	protein-coding	0.294534000191356	8.48892993079854	3.43667112330195	0.00266411326310097	0.020911979968776	-2.55374732836613
30844	15	2894	EHD4	protein-coding	-0.454742057359843	4.28556223745523	-3.43593241388059	0.0026686311589525	0.020934584149941	-2.19975219366061
197131	15	7748	UBR1	protein-coding	0.328175939627435	5.965145316238	3.43518453785808	0.00267321279081125	0.0209576602783908	-2.43440563097311
861	21	7981	RUNX1	protein-coding	0.295485610562246	7.35923044863224	3.43347373932674	0.00268372257072721	0.0210271555679479	-2.53601335449978
997	19	1445	CDC34	protein-coding	-0.352742603473801	5.49409497290977	-3.4313461848256	0.00269684925185897	0.0211170567337658	-2.39496980897536
404636	10	2182	FAM45A	protein-coding	0.46366197873495	5.126796112345	3.52682009343064	0.00271224267978501	0.0212163770992632	-2.28400773616777
4603	8	5188	MYBL1	protein-coding	0.429874332816887	4.28626299026914	3.42876590147393	0.00271285391503217	0.0212163770992632	-2.21153636691923
51096	17	1886	UTP18	protein-coding	-0.330051170936996	6.14560954759473	-3.42789619942873	0.00271826940533538	0.0212457276640861	-2.46916655290242
3841	6	2158	KPNA5	protein-coding	0.459158787708618	3.91727051003969	3.42665651007262	0.00272600711838373	0.0212857823108631	-2.14068038848932
100287415	14	555	NA	NA	-0.908787580162865	1.73134565770348	-3.42654158486695	0.00272672553743507	0.0212857823108631	-1.68160874981738
6832	10	2474	SUPV3L1	protein-coding	-0.36649480626003	5.2991771185226	-3.42338491592469	0.0027465313849961	0.0214273043765966	-2.38980915463156
2355	2	3991	FOSL2	protein-coding	0.309760947607212	7.71994157404814	3.42204021469098	0.00275501130801576	0.0214551187528328	-2.57247837177738
55198	12	3230	APPL2	protein-coding	0.387270757205599	4.81538870463532	3.42183316913412	0.00275631925765003	0.0214551187528328	-2.32074318369801
55056	15	5944	GABPB1-IT1	ncRNA	0.372570842719099	5.14516667819734	3.42180946524946	0.00275646903892129	0.0214551187528328	-2.36995695409378
10469	19	2000	TIMM44	protein-coding	-0.355275849676125	6.10332781414327	-3.42175513911088	0.00275681234776989	0.0214551187528328	-2.47895931313933
100129931	4	4300	LOC100129931	ncRNA	-0.341155189472755	5.60949439624846	-3.42142123873766	0.00275892332231319	0.0214584790845041	-2.4298380954683
11042	5	1759	SMA5	pseudo	0.462940876754994	5.74999482455071	3.58887861803307	0.0027622249021184	0.0214710900390335	-2.3312314197681
81545	5	4376	FBXO38	protein-coding	0.340780556734539	5.57862144935333	3.42030206650891	0.00276601051013073	0.0214874457805231	-2.42770225803895
55728	4	6822	N4BP2	protein-coding	0.434593429393098	4.1480152954056	3.41948450931262	0.002771199017935	0.0214966462903587	-2.20483916849661
114984	16	1027	FLYWCH2	protein-coding	-0.522474468936801	3.46154093866836	-3.41933318987172	0.0027721603931156	0.0214966462903587	-2.06136074961461
6319	10	5468	SCD	protein-coding	-0.300885164203016	9.45863799039057	-3.41932043892403	0.00277224141846084	0.0214966462903587	-2.60494735245634
5290	3	3712	PIK3CA	protein-coding	0.40251790096952	4.72169988441525	3.41866601141692	0.00277640307595311	0.0215053820885388	-2.31246384806946
55128	11	3300	TRIM68	protein-coding	0.455536857135865	4.0420558058381	3.41861405550786	0.00277673373864066	0.0215053820885388	-2.18464699227766
57026	22	2005	PDXP	protein-coding	-0.385315108948939	4.77262013156363	-3.41757220288617	0.00278337256931268	0.021543742012869	-2.32673861499873
54469	15	1678	ZFAND6	protein-coding	0.333083982024093	5.98572459044244	3.41651341910558	0.00279013526602673	0.0215651100556369	-2.47811667639212
401149	4	2374	LINC01061	ncRNA	0.590892905920643	3.33303784752057	3.41643977552751	0.002790606244653	0.0215651100556369	-2.03192784424874
150365	22	4006	MEI1	protein-coding	1.32979331305309	0.0608032563635574	3.41634759710457	0.00279119587072724	0.0215651100556369	-1.52796641051683
9191	1	2438	DEDD	protein-coding	-0.426071078147468	4.46450613919429	-3.41430801883756	0.00280427354641631	0.0216530583985825	-2.28125157831116
1456	5	4462	CSNK1G3	protein-coding	0.355055574452097	5.53506325494982	3.41381472679609	0.00280744554069183	0.0216644604858097	-2.43712749106904
4353	17	3215	MPO	protein-coding	-0.284129019141358	8.55954706981817	-3.41312062130408	0.002811914787361	0.0216858533902753	-2.60773347555559
79191	16	2308	IRX3	protein-coding	0.309991289650304	6.84004984375297	3.41205187876965	0.00281880993918753	0.0217259181018562	-2.55745612517049
79724	16	2315	ZNF768	protein-coding	-0.372499921573186	5.14538106173694	-3.41018957962078	0.00283086455066585	0.0218056769698366	-2.3991862572956
23594	16	1628	ORC6	protein-coding	0.375430099791539	5.73074808949221	3.41320203721566	0.00284012965915672	0.0218638656110625	-2.46654211713873
58487	11	7575	CREBZF	protein-coding	0.314229037127394	7.27062198128378	3.40814856492128	0.00284413415094194	0.0218815113274455	-2.58895837643239
55922	X	3992	NKRF	protein-coding	-0.330481265556822	5.75632480933829	-3.40764240517025	0.00284743437810338	0.0218937207688226	-2.47615119568874
257358	5	2204	LINC01366	ncRNA	-1.61049034255229	-0.668704531939872	-3.40716427831206	0.00285055528186486	0.0219045375507823	-1.54622584145715
25836	5	10389	NIPBL	protein-coding	0.396412766864514	7.40232609523732	3.54587078212107	0.0028555427732742	0.0219296761416292	-2.5022507207247
5452	19	4513	POU2F2	protein-coding	1.09033948259241	0.893314132974192	3.40585184313428	0.00285913929191324	0.0219441087155311	-1.60513742431299
3423	X	6035	IDS	protein-coding	0.392252970789585	6.37444737060625	3.48891458406815	0.00286397689852134	0.0219680436891982	-2.48042596982792
100505707	7	472	NA	NA	-0.493580115589454	3.87623392988741	-3.40450960818137	0.00286794446795627	0.0219852803575364	-2.18644960052926
4863	11	5938	NPAT	protein-coding	0.386663886530412	5.01573712226682	3.40371206226732	0.00287318904591641	0.0220100274633151	-2.3917167378871
10457	7	2766	GPNMB	protein-coding	1.28393530476647	0.393293763196771	3.40309285562743	0.00287726737798659	0.0220100274633151	-1.56928132633854
440915	2	2933	POTEKP	pseudo	-1.38181552809081	-0.0534039090840117	-3.40308537465313	0.00287731668529133	0.0220100274633151	-1.55222405904088
81490	11	2445	PTDSS2	protein-coding	-0.441946651829513	4.29531742020643	-3.40297229086903	0.00287806212467325	0.0220100274633151	-2.27525666715501
55559	X	1878	HAUS7	protein-coding	-0.360637164049275	5.41017622419959	-3.40188282489965	0.00288525352110382	0.0220518270013073	-2.45123899951946
80709	9	7387	AKNA	protein-coding	-0.469965083355618	6.01942020369391	-3.60734302806175	0.00288987068485122	0.0220739136172826	-2.37845671409714
3588	21	1935	IL10RB	protein-coding	-0.364326450577226	5.08377247398871	-3.39954650243504	0.0029007347740524	0.0221436616951109	-2.41441423479443
253143	22	10829	PRR14L	protein-coding	0.310520306930574	6.67501012411802	3.3982339581342	0.00290946788688166	0.0221970687322154	-2.57728263394397
4179	1	3393	CD46	protein-coding	-0.347586693574768	5.46642596661267	-3.39674050787538	0.00291943607416882	0.0222598291120545	-2.46917700463282
100506651	3	3349	NA	NA	-0.518056350303558	3.41769417055389	-3.39552975999926	0.00292754194176983	0.0223083234787577	-2.10415992315087
3655	2	5810	ITGA6	protein-coding	1.30688915865339	0.17430929685805	3.39511502792597	0.00293032362029062	0.0223162130772907	-1.57460063948912
140739	2	1354	UBE2F	protein-coding	0.470610919657605	4.07108458027191	3.39432780112995	0.00293561082402216	0.0223387177973725	-2.24428488321786
114879	11	3887	OSBPL5	protein-coding	0.401885417877093	4.51335614737834	3.39399899411406	0.00293782194271378	0.0223387177973725	-2.33168134279661
6793	5	6019	STK10	protein-coding	-0.344351224071027	7.39568566354125	-3.42941981210213	0.00293852293742727	0.0223387177973725	-2.60187045630753
9266	19	4607	CYTH2	protein-coding	0.333296065123038	5.85450858152283	3.39296016573708	0.00294481846978864	0.0223732670781386	-2.51783366920862
7738	6	3102	ZNF184	protein-coding	0.404164497034183	4.97757480363873	3.38867409041055	0.00297385864307266	0.0225804751038773	-2.41934288942916
26040	18	10972	SETBP1	protein-coding	-0.907019754953141	1.44683501193384	-3.38789843513433	0.00297914403012306	0.0226071743236001	-1.7183642392815
100505988	17	2015	NA	NA	-0.354304441060437	5.48389860334349	-3.3861619316826	0.00299101017661044	0.0226837501762046	-2.49466967986349
57217	2	5158	TTC7A	protein-coding	-0.317657508716031	6.09345142314025	-3.38485884390872	0.00299994509527157	0.0227380180145168	-2.5605216300774
84079	19	4453	ANKRD27	protein-coding	-0.301746824692487	6.98034844212781	-3.3843852880867	0.00300319862451264	0.0227458750657672	-2.62895462561497
375790	1	7319	AGRN	protein-coding	0.360040817867678	5.71779722000969	3.38418996283677	0.00300454160036115	0.0227458750657672	-2.52322239376568
100506914	16	3054	NA	NA	-0.417983873140561	4.70163674184935	-3.3833627817649	0.00301023549262834	0.0227754880759607	-2.39094329398523
272	11	5659	AMPD3	protein-coding	-0.498901396112277	3.7920546793995	-3.382956458516	0.00301303629181225	0.0227831898065496	-2.21583483548674
1594	12	2487	CYP27B1	protein-coding	-0.680092536070498	2.59264831921357	-3.38161122910265	0.00302232726341364	0.0228399290947149	-1.9513273729989
55017	14	2840	C14orf119	protein-coding	-0.391637589908703	4.67443192691568	-3.38013125330485	0.00303258135799961	0.0229038753982725	-2.39373152399993
90231	1	2341	KIAA2013	protein-coding	-0.302293170877385	6.67731574500356	-3.3794518376928	0.00303730015332003	0.022925964949366	-2.62049155256839
152926	4	3725	PPM1K	protein-coding	0.464550174444747	4.14480243563771	3.37885231929678	0.00304147001620927	0.0229438874481336	-2.2935356719867
81847	6	2145	RNF146	protein-coding	0.383708915327365	4.75135774039923	3.37721563481196	0.00305288235893011	0.0230030554570808	-2.40980136745228
64318	10	3436	NOC3L	protein-coding	-0.403159137827188	5.09455754545205	-3.38154536847242	0.00305291353433047	0.0230030554570808	-2.46226699394801
221302	6	2211	ZUP1	protein-coding	0.37869335395656	4.79258526837716	3.37597730020465	0.00306154498305285	0.0230544981369666	-2.41924279925829
79990	17	3062	PLEKHH3	protein-coding	0.572693875131854	3.22759946687891	3.37540600363062	0.00306554954652706	0.0230710586896757	-2.09927662898275
8818	9	1546	DPM2	protein-coding	-0.37898624243091	4.91775692799856	-3.37393685523968	0.00307587131333756	0.0231351144868397	-2.44678373767362
51654	20	2092	CDK5RAP1	protein-coding	-0.332228905100564	5.83081044939525	-3.37347741602625	0.0030791061795465	0.0231458222755439	-2.55998049456267
26156	16	5137	RSL1D1	protein-coding	-0.323367553474033	7.33184971472707	-3.37129680948442	0.00309450518599692	0.0232479022762226	-2.67503750769599
25895	12	2840	EEF1AKMT3	protein-coding	-0.45107549097791	3.90644458863252	-3.36982236616709	0.00310496019596077	0.0233127416828335	-2.27017389250868
402055	22	1293	SRRD	protein-coding	-0.495650300227126	3.55374843482408	-3.36752021792023	0.00312135363601498	0.0234220658336086	-2.19665725469856
3164	12	2670	NR4A1	protein-coding	0.983551716517564	1.11734152157116	3.36508038930864	0.00313882015467502	0.0235393091294555	-1.71664227972928
10902	5	4670	BRD8	protein-coding	0.302172351168357	6.66310949847363	3.36341387760188	0.00315080563019323	0.0236018438119562	-2.65414732149882
131583	3	3145	FAM43A	protein-coding	0.360849967431293	5.01535184307699	3.36340735713504	0.00315085261313071	0.0236018438119562	-2.4817496404444
28951	2	4408	TRIB2	protein-coding	0.454577933315377	4.13475619591596	3.36227526451997	0.00315902028072287	0.0236491623710355	-2.32838251472923
92591	17	2139	ASB16	protein-coding	0.659100165852502	3.63625223785153	3.49196975154046	0.00316927622622285	0.023691452479682	-2.13220150794505
4750	4	5501	NEK1	protein-coding	0.497029469664689	3.74950618821642	3.36084676137738	0.00316935608535593	0.023691452479682	-2.24950466036149
5383	7	2023	PMS2P5	pseudo	-0.541963367718456	3.47762667292633	-3.3607260306046	0.00317023114017186	0.023691452479682	-2.19392543396757
51703	10	3744	ACSL5	protein-coding	-0.317752093564447	6.01493499603363	-3.36045829171664	0.00317217255297062	0.023692105817891	-2.60734512592827
55707	1	2082	NECAP2	protein-coding	0.322137606205945	6.43508507680564	3.35941458075118	0.00317975178675823	0.0237348411699669	-2.64568631037687
5970	11	2578	RELA	protein-coding	-0.326045515335329	6.0603737510235	-3.35805242958693	0.00318967018948319	0.023794976854294	-2.61708007324993
